"c..Marco.Buschmann....Hakan.Demir....Hubertus.Heil....Marie.Agnes.Strack.Zimmermann...","c...FDP.....SPD.....SPD.....FDP.....AfD.....FDP.....Bündnis.90.Die.Grünen...","c..Bundestag....Bundestag....Bundestag....Bundestag....Bundestag...","c..https...www.abgeordnetenwatch.de..profile.marco.buschmann..."
"Daniela Sommer"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/daniela-sommer"
"Uwe Serke"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/uwe-serke"
"Jens Nacke"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/jens-nacke"
"Patrick Waldraff"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/patrick-waldraff"
"Monika Hohmann"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/monika-hohmann"
"Ruben Rupp"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/ruben-rupp"
"Bettina Wiesmann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/bettina-wiesmann"
"Matthias Arends"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/matthias-arends"
"Christina Baltes"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/christina-baltes"
"Tobias Rausch"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/tobias-rausch"
"Frank-Christian Hansel"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/frank-christian-hansel"
"Marcel Falk"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/marcel-falk"
"Gunnar Schellenberger"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/gunnar-schellenberger"
"Ulrich Thomas"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/ulrich-thomas"
"Alexander Vogt"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/alexander-vogt"
"Elisabeth Müller-Witt"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/elisabeth-mueller-witt"
"Jochen Klenner"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/jochen-klenner"
"Lutz Lienenkämper"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/lutz-lienenkaemper"
"Werner Kalinka"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/werner-kalinka"
"Sven Tritschler"," AfD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/sven-tritschler"
"Bernhard Pohl"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/bernhard-pohl"
"Judith Gerlach"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/judith-gerlach"
"Martina Fehlner"," SPD","Bayern","https://www.abgeordnetenwatch.de//profile/martina-fehlner"
"André Bock"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/andre-bock"
"Gerd Schreiner"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/gerd-schreiner"
"Stephan Toscani"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/stephan-toscani"
"Seyran Papo"," CDU","Schleswig-Holstein","https://www.abgeordnetenwatch.de//profile/seyran-papo"
"Cemal Bozoğlu"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/cemal-bozoglu"
"Tobias Winkler"," CSU","Bundestag","https://www.abgeordnetenwatch.de//profile/tobias-winkler"
"Axel Müller"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/axel-mueller"
"Maximilian Raber"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/maximilian-raber"
"Sebastian Penno"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/sebastian-penno"
"Dennis True"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/dennis-true"
"Hubertus Hess-Grunewald"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/hubertus-hess-grunewald"
"Fynn Voigt"," FDP","Bremen","https://www.abgeordnetenwatch.de//profile/fynn-voigt"
"Lucas Schmitz"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/lucas-schmitz"
"Julia Herz"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/julia-herz"
"Maximilian Böltl"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/maximilian-boeltl"
"Andreas Birzele"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-birzele"
"Thomas Zöller"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/thomas-zoeller"
"Karina Fissmann"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/karina-fissmann"
"Andreas Nowak"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/andreas-nowak"
"Michael Heym"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/michael-heym"
"Thomas Hartung"," SPD","Thüringen","https://www.abgeordnetenwatch.de//profile/thomas-hartung"
"Ines Kummer"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/ines-kummer"
"Vanessa Mohnke"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/vanessa-mohnke"
"Marco Lübke"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/marco-luebke"
"Andreas Mattfeldt"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/andreas-mattfeldt"
"Gitta Connemann"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/gitta-connemann"
"Christian Schaft"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/christian-schaft"
"Oliver Schatta"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/oliver-schatta"
"Martin Böhm"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/martin-boehm"
"Jörg Cezanne"," DIE LINKE","Bundestag","https://www.abgeordnetenwatch.de//profile/joerg-cezanne"
"Lukas Köhler"," FDP","Bundestag","https://www.abgeordnetenwatch.de//profile/lukas-koehler"
"Andreas Lichert"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/andreas-lichert"
"Stefan Marzischewski-Drewes"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/stefan-marzischewski-drewes"
"Eike Holsten"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/eike-holsten"
"Stephan J. Reuken"," AfD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/stephan-j-reuken"
"Chris Schulenburg"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/chris-schulenburg"
"Kerstin Eisenreich"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/kerstin-eisenreich"
"Roland Magerl"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/roland-magerl"
"Stephanie Schuhknecht"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/stephanie-schuhknecht"
"Jörg Michael Müller"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/joerg-michael-mueller"
"Katy Walther"," Bündnis 90/Die Grünen","Hessen","https://www.abgeordnetenwatch.de//profile/katy-walther"
"Yvonne Averwerser"," CDU","Bremen","https://www.abgeordnetenwatch.de//profile/yvonne-averwerser"
"Lars Kuppi"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/lars-kuppi"
"Doreen Schwietzer"," AfD","Sachsen","https://www.abgeordnetenwatch.de//profile/doreen-schwietzer"
"Julian Brüning"," CDU","Brandenburg","https://www.abgeordnetenwatch.de//profile/julian-bruening"
"Udo Wernitz"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/udo-wernitz"
"Birger Gröning"," Fraktionslos","Thüringen","https://www.abgeordnetenwatch.de//profile/birger-groening"
"Manfred Pentz"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/manfred-pentz"
"Yanki Pürsün"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/yanki-puersuen"
"Dirk Toepffer"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/dirk-toepffer"
"Thomas Keindorf"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/thomas-keindorf"
"June Tomiak"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/june-tomiak"
"Petra Högl"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/petra-hoegl"
"Laura Hopmann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/laura-hopmann"
"Guido Heuer"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/guido-heuer"
"Ingo Hahn"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/ingo-hahn"
"Markus Fuchs"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/markus-fuchs"
"Dirk Gaw"," parteilos","Hessen","https://www.abgeordnetenwatch.de//profile/dirk-gaw"
"Jan Ovelgönne"," Bündnis 90/Die Grünen","EU-Parlament","https://www.abgeordnetenwatch.de//profile/jan-ovelgoenne"
"Nico Semsrott"," parteilos","EU-Parlament","https://www.abgeordnetenwatch.de//profile/nico-semsrott"
"Janina Strelow"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/janina-strelow"
"Markus Scholz"," Bündnis 90/Die Grünen","Sachsen","https://www.abgeordnetenwatch.de//profile/markus-scholz"
"Steffen Kubitzki"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/steffen-kubitzki"
"Martin Henkel"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/martin-henkel"
"Janine Merz"," SPD","Thüringen","https://www.abgeordnetenwatch.de//profile/janine-merz"
"Miriam Block"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/miriam-block"
"Lisett Stuppy"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lisett-stuppy"
"Johannes Funke"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/johannes-funke"
"Julian Barlen"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/julian-barlen"
"Stefan Schard"," CDU","Thüringen","https://www.abgeordnetenwatch.de//profile/stefan-schard"
"Michael Ludwig"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/michael-ludwig"
"Philipp Fernis"," FDP","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/philipp-fernis"
"Lisa-Marie Jeckel"," FREIE WÄHLER","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/lisa-marie-jeckel"
"Lothar Waehler"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/lothar-waehler"
"Thomas Krüger"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/thomas-krueger-0"
"Martin Behringer"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/martin-behringer"
"Elif Eralp"," DIE LINKE","Berlin","https://www.abgeordnetenwatch.de//profile/elif-eralp"
"Constanze Oehlrich"," Bündnis 90/Die Grünen","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/constanze-oehlrich"
"Frank Otto Lizureck"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/frank-otto-lizureck"
"Benedikt Falszewski"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/benedikt-falszewski"
"Michael Röls-Leitmann"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/michael-roels-leitmann"
"Flora Schröder"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/flora-schroeder"
"Hartmut Moorkamp"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/hartmut-moorkamp"
"Vanessa Behrendt"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/vanessa-behrendt"
"Nils Bothen"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/nils-bothen"
"Anna-Maria Schölch"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/anna-maria-schoelch"
"Christoph Mikuschek"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/christoph-mikuschek"
"Christian Albrecht"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/christian-albrecht"
"Steffen Janich"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/steffen-janich"
"Olaf Schenk"," CDU","Berlin","https://www.abgeordnetenwatch.de//profile/olaf-schenk"
"Sabine Enseleit"," FDP","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/sabine-enseleit"
"Michel-Friedrich Schiefler"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/michel-friedrich-schiefler"
"Silvia Gosewinkel"," SPD","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/silvia-gosewinkel"
"Sebastian Haug"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/sebastian-haug"
"Pascal Arweiler"," SPD","Saarland","https://www.abgeordnetenwatch.de//profile/pascal-arweiler"
"Monique Wölk"," SPD","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/monique-woelk"
"Marcel Queckemeyer"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/marcel-queckemeyer"
"Jonas Pohlmann"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/jonas-pohlmann"
"Sandra Gockel"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/sandra-gockel"
"Falko Bries"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/falko-bries"
"André Stolz"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/andre-stolz"
"Josef Heisl"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/josef-heisl"
"Peter Wachler"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/peter-wachler"
"Elena Roon"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/elena-roon"
"Udo Bullmann"," SPD","EU-Parlament","https://www.abgeordnetenwatch.de//profile/udo-bullmann"
"Patricia Wissel"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/patricia-wissel"
"Olaf Müller"," Bündnis 90/Die Grünen","Thüringen","https://www.abgeordnetenwatch.de//profile/olaf-mueller-0"
"Alwin Theobald"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/alwin-theobald"
"Daniel Wald"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/daniel-wald"
"Andreas Jurca"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-jurca"
"Werner Schießl"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/werner-schiessl"
"Frank Grobe"," AfD","Hessen","https://www.abgeordnetenwatch.de//profile/frank-grobe"
"Sandra Funken"," CDU","Hessen","https://www.abgeordnetenwatch.de//profile/sandra-funken"
"Sylvia Limmer"," parteilos","EU-Parlament","https://www.abgeordnetenwatch.de//profile/sylvia-limmer"
"Kevin Lenkeit"," SPD","Bremen","https://www.abgeordnetenwatch.de//profile/kevin-lenkeit"
"Sven Lichtenfeld"," parteilos","Bremen","https://www.abgeordnetenwatch.de//profile/sven-lichtenfeld"
"Kay Ritter"," CDU","Sachsen","https://www.abgeordnetenwatch.de//profile/kay-ritter"
"Rolf-Peter Hooge"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/rolf-peter-hooge"
"Sascha Philipp"," SPD","Brandenburg","https://www.abgeordnetenwatch.de//profile/sascha-philipp"
"Uwe Thrum"," AfD","Thüringen","https://www.abgeordnetenwatch.de//profile/uwe-thrum"
"Donata Vogtschmidt"," DIE LINKE","Thüringen","https://www.abgeordnetenwatch.de//profile/donata-vogtschmidt"
"Baris Önes"," SPD","Hamburg","https://www.abgeordnetenwatch.de//profile/baris-oenes"
"Florian Maier"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/florian-maier"
"Jan Moldenhauer"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/jan-moldenhauer"
"Andreas Henke"," DIE LINKE","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/andreas-henke"
"Elke Simon-Kuch"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/elke-simon-kuch"
"Maximilian Mörseburg"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/maximilian-moerseburg"
"Christian Calderone"," CDU","Niedersachsen","https://www.abgeordnetenwatch.de//profile/christian-calderone"
"Benedikt Oster"," SPD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/benedikt-oster"
"Fabian Mehring"," FREIE WÄHLER","Bayern","https://www.abgeordnetenwatch.de//profile/fabian-mehring"
"Steffen John"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/steffen-john"
"Fabian Jacobi"," AfD","Bundestag","https://www.abgeordnetenwatch.de//profile/fabian-jacobi"
"Jürgen Pastewsky"," AfD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/juergen-pastewsky"
"Gerd Hujahn"," SPD","Niedersachsen","https://www.abgeordnetenwatch.de//profile/gerd-hujahn"
"Wiebke Knell"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/wiebke-knell"
"Daniel Rausch"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/daniel-rausch"
"Florian Köhler"," AfD","Bayern","https://www.abgeordnetenwatch.de//profile/florian-koehler"
"Andreas Jäckel"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/andreas-jaeckel"
"Cirsten Kunz"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/cirsten-kunz"
"Bijan Kaffenberger"," SPD","Hessen","https://www.abgeordnetenwatch.de//profile/bijan-kaffenberger"
"Maja Tegeler"," DIE LINKE","Bremen","https://www.abgeordnetenwatch.de//profile/maja-tegeler"
"Dennis Hohloch"," AfD","Brandenburg","https://www.abgeordnetenwatch.de//profile/dennis-hohloch"
"Zohra Mojadeddi"," Bündnis 90/Die Grünen","Hamburg","https://www.abgeordnetenwatch.de//profile/zohra-mojadeddi"
"Petra Schneider"," CDU","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/petra-schneider"
"Jan Scharfenort"," AfD","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/jan-scharfenort"
"René Barthel"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/rene-barthel"
"Katrin Zschau"," SPD","Bundestag","https://www.abgeordnetenwatch.de//profile/katrin-zschau"
"Ansgar Heveling"," CDU","Bundestag","https://www.abgeordnetenwatch.de//profile/ansgar-heveling"
"August Schuler"," CDU","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/august-schuler"
"Emil Sänze"," AfD","Baden-Württemberg","https://www.abgeordnetenwatch.de//profile/emil-saenze"
"Pia Schellhammer"," Bündnis 90/Die Grünen","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/pia-schellhammer"
"Jan Bollinger"," AfD","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/jan-bollinger"
"Steven Wink"," FDP","Rheinland-Pfalz","https://www.abgeordnetenwatch.de//profile/steven-wink"
"Raed Saleh"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/raed-saleh"
"Oliver Stirböck"," FDP","Hessen","https://www.abgeordnetenwatch.de//profile/oliver-stirboeck"
"Gollaleh Ahmadi"," Bündnis 90/Die Grünen","Berlin","https://www.abgeordnetenwatch.de//profile/gollaleh-ahmadi"
"Alexander Freier-Winterwerb"," SPD","Berlin","https://www.abgeordnetenwatch.de//profile/alexander-freier-winterwerb"
"Thomas Diener"," CDU","Mecklenburg-Vorpommern","https://www.abgeordnetenwatch.de//profile/thomas-diener"
"Guido Kosmehl"," FDP","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/guido-kosmehl"
"Dagmar Heib"," CDU","Saarland","https://www.abgeordnetenwatch.de//profile/dagmar-heib"
"Angela Freimuth"," FDP","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/angela-freimuth"
"Josefine Paul"," Bündnis 90/Die Grünen","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/josefine-paul"
"Florian Braun"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/florian-braun"
"Wilhelm Korth"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/wilhelm-korth"
"Gerhard Hopp"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/gerhard-hopp"
"Winfried Bausback"," CSU","Bayern","https://www.abgeordnetenwatch.de//profile/winfried-bausback"
"Katharina Schulze"," Bündnis 90/Die Grünen","Bayern","https://www.abgeordnetenwatch.de//profile/katharina-schulze"
"Thorsten Weiß"," AfD","Berlin","https://www.abgeordnetenwatch.de//profile/thorsten-weiss"
"Siegfried Borgwardt"," CDU","Sachsen-Anhalt","https://www.abgeordnetenwatch.de//profile/siegfried-borgwardt"
"Andrea Stullich"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/andrea-stullich"
"Hendrik Wüst"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/hendrik-wuest"
"Jens-Peter Nettekoven"," CDU","Nordrhein-Westfalen","https://www.abgeordnetenwatch.de//profile/jens-peter-nettekoven"
