Name;Party;Parliament;Profile
Patricia Peill; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/patricia-peill/fragen-antworten?page=0
Svend-Gunnar Kirmes; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/svend-gunnar-kirmes/fragen-antworten?page=0
Volkmar Winkler; SPD;Sachsen;https://www.abgeordnetenwatch.de//profile/volkmar-winkler/fragen-antworten?page=0
Franz Sodann; DIE LINKE;Sachsen;https://www.abgeordnetenwatch.de//profile/franz-sodann/fragen-antworten?page=0
Jan Timke; Bürger in Wut;Bremen;https://www.abgeordnetenwatch.de//profile/jan-timke/fragen-antworten?page=0
Hermann Gröhe; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/hermann-groehe/fragen-antworten?page=0
Sabine Weiss; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/sabine-weiss/fragen-antworten?page=0
Mathias Middelberg; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/mathias-middelberg/fragen-antworten?page=0
Daniel Lindenschmid; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/daniel-lindenschmid/fragen-antworten?page=0
Marianne Burkert-Eulitz; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de//profile/marianne-burkert-eulitz/fragen-antworten?page=0
Thomas Reich; AfD;Hamburg;https://www.abgeordnetenwatch.de//profile/thomas-reich/fragen-antworten?page=0
Martin Michalik; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/martin-michalik/fragen-antworten?page=0
Nelson Janßen; DIE LINKE;Bremen;https://www.abgeordnetenwatch.de//profile/nelson-janssen/fragen-antworten?page=0
Jan Metzler; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/jan-metzler/fragen-antworten?page=0
Marco Wanderwitz; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/marco-wanderwitz/fragen-antworten?page=0
Stefan Kaufmann; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-kaufmann/fragen-antworten?page=0
Stefan Heck; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-heck/fragen-antworten?page=0
Thomas Rudy; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/thomas-rudy/fragen-antworten?page=0
Ralf Nentwich; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/ralf-nentwich/fragen-antworten?page=0
Christoph Gensch; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/christoph-gensch/fragen-antworten?page=0
Matthias Joa; parteilos;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/matthias-joa/fragen-antworten?page=0
Dorothea Wehinger; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/dorothea-wehinger/fragen-antworten?page=0
Franziska Brychcy; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/franziska-brychcy/fragen-antworten?page=0
Daniel Roi; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/daniel-roi/fragen-antworten?page=0
Martin Erwin Renner; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/martin-erwin-renner/fragen-antworten?page=0
Henning Foerster; DIE LINKE;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/henning-foerster/fragen-antworten?page=0
Adrian Grasse; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/adrian-grasse/fragen-antworten?page=0
Ann Christin von Allwörden; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/ann-christin-von-allwoerden/fragen-antworten?page=0
Hendrik Lange; DIE LINKE;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/hendrik-lange/fragen-antworten?page=0
Frank Schmädeke; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/frank-schmaedeke/fragen-antworten?page=0
Manfred Lucha; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/manfred-lucha/fragen-antworten?page=0
Ulli Hockenberger; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/ulli-hockenberger/fragen-antworten?page=0
Damian Lohr; AfD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/damian-lohr/fragen-antworten?page=0
Stephan Lenz; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/stephan-lenz/fragen-antworten?page=0
Hermann-Josef Scharf; CDU;Saarland;https://www.abgeordnetenwatch.de//profile/hermann-josef-scharf/fragen-antworten?page=0
Jens Dietrich; AfD;Thüringen;https://www.abgeordnetenwatch.de//profile/jens-dietrich/fragen-antworten?page=0
Rainer Albrecht; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/rainer-albrecht/fragen-antworten?page=0
Kristian Ronneburg; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/kristian-ronneburg/fragen-antworten?page=0
Karsten Ludwig Woldeit; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/karsten-ludwig-woldeit/fragen-antworten?page=0
Martin Huber; AfD;Bayern;https://www.abgeordnetenwatch.de//profile/martin-huber/fragen-antworten?page=0
Bernd Krückel; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/bernd-krueckel/fragen-antworten?page=0
Romina Plonsker; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/romina-plonsker/fragen-antworten?page=0
Klaus Kaiser; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/klaus-kaiser/fragen-antworten?page=0
Martin Sträßer; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/martin-straesser/fragen-antworten?page=0
Rüdiger Scholz; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/ruediger-scholz/fragen-antworten?page=0
Birte Glißmann; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/birte-glissmann/fragen-antworten?page=0
Harald Kühn; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/harald-kuehn/fragen-antworten?page=0
Markus Blume; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/markus-blume/fragen-antworten?page=0
Christian Lindinger; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/christian-lindinger/fragen-antworten?page=0
Martin Scharf; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/martin-scharf/fragen-antworten?page=0
Tobias Utter; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/tobias-utter/fragen-antworten?page=0
Barbara Becker; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/barbara-becker/fragen-antworten?page=0
Krzysztof Walczak; AfD;Hamburg;https://www.abgeordnetenwatch.de//profile/krzysztof-walczak/fragen-antworten?page=0
Hartmut Bodeit; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/hartmut-bodeit/fragen-antworten?page=0
Miriam Strunge; DIE LINKE;Bremen;https://www.abgeordnetenwatch.de//profile/miriam-strunge/fragen-antworten?page=0
Dieter Stier; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/dieter-stier/fragen-antworten?page=0
Michael Meister; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/michael-meister/fragen-antworten?page=0
Ansgar Heveling; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/ansgar-heveling/fragen-antworten?page=0
August Schuler; CDU;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/august-schuler/fragen-antworten?page=0
Emil Sänze; AfD;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/emil-saenze/fragen-antworten?page=0
Pia Schellhammer; Bündnis 90/Die Grünen;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/pia-schellhammer/fragen-antworten?page=0
Jan Bollinger; AfD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/jan-bollinger/fragen-antworten?page=0
Steven Wink; FDP;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/steven-wink/fragen-antworten?page=0
Raed Saleh; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/raed-saleh/fragen-antworten?page=0
Oliver Stirböck; FDP;Hessen;https://www.abgeordnetenwatch.de//profile/oliver-stirboeck/fragen-antworten?page=0
Gollaleh Ahmadi; Bündnis 90/Die Grünen;Berlin;https://www.abgeordnetenwatch.de/profile/golaleh-ahmadi/fragen-antworten?page=0
Alexander Freier-Winterwerb; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/alexander-freier-winterwerb/fragen-antworten?page=0
Thomas Diener; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/thomas-diener/fragen-antworten?page=0
Dorothea Wehinger; Bündnis 90/Die Grünen;Baden-Württemberg;https://www.abgeordnetenwatch.de//profile/dorothea-wehinger/fragen-antworten?page=0
Franziska Brychcy; DIE LINKE;Berlin;https://www.abgeordnetenwatch.de//profile/franziska-brychcy/fragen-antworten?page=0
Daniel Roi; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/daniel-roi/fragen-antworten?page=0
Martin Erwin Renner; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/martin-erwin-renner/fragen-antworten?page=0
Henning Foerster; DIE LINKE;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/henning-foerster/fragen-antworten?page=0
Adrian Grasse; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/adrian-grasse/fragen-antworten?page=0
Ann Christin von Allwörden; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/ann-christin-von-allwoerden/fragen-antworten?page=0
Hendrik Lange; DIE LINKE;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/hendrik-lange/fragen-antworten?page=0
Frank Schmädeke; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/frank-schmaedeke/fragen-antworten?page=0
Christian Dahm; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/christian-dahm/fragen-antworten?page=0
Gregor Golland; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/gregor-golland/fragen-antworten?page=0
Bernhard Hoppe-Biermeyer; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/bernhard-hoppe-biermeyer/fragen-antworten?page=0
Rainer Schmeltzer; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/rainer-schmeltzer/fragen-antworten?page=0
Harald Schwartz; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/harald-schwartz/fragen-antworten?page=0
Eric Beißwenger; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/eric-beisswenger/fragen-antworten?page=0
Volker Bauer; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/volker-bauer/fragen-antworten?page=0
Axel Wintermeyer; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/axel-wintermeyer/fragen-antworten?page=0
Jürgen Frömmrich; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/juergen-froemmrich/fragen-antworten?page=0
Sabine Bächle-Scholz; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/sabine-baechle-scholz/fragen-antworten?page=0
Rüdiger Kauroff; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/ruediger-kauroff/fragen-antworten?page=0
Marc Reinhardt; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/marc-reinhardt/fragen-antworten?page=0
Ronald Gläser; AfD;Berlin;https://www.abgeordnetenwatch.de//profile/ronald-glaeser/fragen-antworten?page=0
Birgit Hesse; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/birgit-hesse/fragen-antworten?page=0
Angela Gorr; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/angela-gorr/fragen-antworten?page=0
Rüdiger Erben; SPD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/ruediger-erben/fragen-antworten?page=0
Bodo Löttgen; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/bodo-loettgen/fragen-antworten?page=0
Hendrik Schmitz; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/hendrik-schmitz/fragen-antworten?page=0
Werner Pfeil; FDP;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/werner-pfeil/fragen-antworten?page=0
Stefan Nacke; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/stefan-nacke/fragen-antworten?page=0
Alexander Flierl; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/alexander-flierl/fragen-antworten?page=0
Dietmar Woidke; SPD;Brandenburg;https://www.abgeordnetenwatch.de//profile/dietmar-woidke/fragen-antworten?page=0
Hubert Aiwanger; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/hubert-aiwanger/fragen-antworten?page=0
Martin Huber; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/martin-huber-0/fragen-antworten?page=0
Sandro Kirchner; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/sandro-kirchner/fragen-antworten?page=0
Matthias Büger; FDP;Hessen;https://www.abgeordnetenwatch.de//profile/matthias-bueger/fragen-antworten?page=0
Marcus Bocklet; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/marcus-bocklet/fragen-antworten?page=0
Kerstin Geis; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/kerstin-geis/fragen-antworten?page=0
Doris Schröder-Köpf; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/doris-schroeder-koepf/fragen-antworten?page=0
Ulf Thiele; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/ulf-thiele/fragen-antworten?page=0
Beate Raudies; SPD;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/beate-raudies/fragen-antworten?page=0
Klaus Gagel; AfD;Hessen;https://www.abgeordnetenwatch.de//profile/klaus-gagel/fragen-antworten?page=0
Muhammet Tokmak; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/muhammet-tokmak/fragen-antworten?page=0
Julia Tiedemann; Bürger in Wut;Bremen;https://www.abgeordnetenwatch.de//profile/julia-tiedemann/fragen-antworten?page=0
Gudrun Petzold; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/gudrun-petzold/fragen-antworten?page=0
Tosca Kniese; Bürger für Thüringen;Thüringen;https://www.abgeordnetenwatch.de//profile/tosca-kniese/fragen-antworten?page=0
Daniel Reinhardt; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/daniel-reinhardt/fragen-antworten?page=0
Marco Schulz; AfD;Hamburg;https://www.abgeordnetenwatch.de//profile/marco-schulz/fragen-antworten?page=0
Markus Kropfreiter; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/markus-kropfreiter/fragen-antworten?page=0
Christian Hecht; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/christian-hecht/fragen-antworten?page=0
Heike Heubach; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/heike-heubach/fragen-antworten?page=0
Sina Beckmann; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/sina-beckmann/fragen-antworten?page=0
Katharina Senge; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/katharina-senge/fragen-antworten?page=0
Lars Rauchfuß; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/lars-rauchfuss/fragen-antworten?page=0
Katy Hoffmeister; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/katy-hoffmeister/fragen-antworten?page=0
Tanja Hartdegen; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/tanja-hartdegen/fragen-antworten?page=0
Alexandra Becker; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/alexandra-becker/fragen-antworten?page=0
Christoph Schaufert; AfD;Saarland;https://www.abgeordnetenwatch.de//profile/christoph-schaufert/fragen-antworten?page=0
Nicolas Breer; Bündnis 90/Die Grünen;Niedersachsen;https://www.abgeordnetenwatch.de//profile/nicolas-breer/fragen-antworten?page=0
Katharina Jensen; CDU;Niedersachsen;https://www.abgeordnetenwatch.de//profile/katharina-jensen/fragen-antworten?page=0
Ingo Senftleben; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/ingo-senftleben/fragen-antworten?page=0
Matthias Rößler; CDU;Sachsen;https://www.abgeordnetenwatch.de//profile/matthias-roessler/fragen-antworten?page=0
Jörg Kellner; CDU;Thüringen;https://www.abgeordnetenwatch.de//profile/joerg-kellner/fragen-antworten?page=0
Marit Wagler; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/marit-wagler/fragen-antworten?page=0
Juliane Pfeil; SPD;Sachsen;https://www.abgeordnetenwatch.de//profile/juliane-pfeil/fragen-antworten?page=0
Jörg Urban; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/joerg-urban/fragen-antworten?page=0
Sonja Lattwesen; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/sonja-lattwesen/fragen-antworten?page=0
Michael Jonitz; CDU;Bremen;https://www.abgeordnetenwatch.de//profile/michael-jonitz/fragen-antworten?page=0
Hauke Hilz; FDP;Bremen;https://www.abgeordnetenwatch.de//profile/hauke-hilz/fragen-antworten?page=0
Wilfried Oellers; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/wilfried-oellers/fragen-antworten?page=0
Saskia Esken; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/saskia-esken/fragen-antworten?page=0
Annalena Baerbock; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/annalena-baerbock/fragen-antworten?page=0
Iris Martin-Gehl; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/iris-martin-gehl/fragen-antworten?page=0
Thomas Seitz; parteilos;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-seitz/fragen-antworten?page=0
Nico Steinbach; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/nico-steinbach/fragen-antworten?page=0
Maik Penn; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/maik-penn/fragen-antworten?page=0
Friedrich Merz; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/friedrich-merz/fragen-antworten?page=0
Patrick Friedl; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/patrick-friedl/fragen-antworten?page=0
Beate Schlupp; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/beate-schlupp/fragen-antworten?page=0
Christian Pegel; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/christian-pegel/fragen-antworten?page=0
Medine Yildiz; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/medine-yildiz/fragen-antworten?page=0
Marion Schiefer; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/marion-schiefer/fragen-antworten?page=0
Tanja Jost; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/tanja-jost/fragen-antworten?page=0
Stefan Meyer; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/stefan-meyer/fragen-antworten?page=0
Daniel Halemba; AfD;Bayern;https://www.abgeordnetenwatch.de//profile/daniel-halemba/fragen-antworten?page=0
Sascha Herr; parteilos;Hessen;https://www.abgeordnetenwatch.de//profile/sascha-herr/fragen-antworten?page=0
Herbert Reul; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/herbert-reul/fragen-antworten?page=0
Thomas De Jesus Fernandes; AfD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/thomas-de-jesus-fernandes/fragen-antworten?page=0
Steeven Bretz; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/steeven-bretz/fragen-antworten?page=0
Kristy Augustin; CDU;Brandenburg;https://www.abgeordnetenwatch.de//profile/kristy-augustin/fragen-antworten?page=0
Birgit Bessin; AfD;Brandenburg;https://www.abgeordnetenwatch.de//profile/birgit-bessin/fragen-antworten?page=0
Holger Hentschel; AfD;Sachsen;https://www.abgeordnetenwatch.de//profile/holger-hentschel/fragen-antworten?page=0
Ronald Hande; DIE LINKE;Thüringen;https://www.abgeordnetenwatch.de//profile/ronald-hande/fragen-antworten?page=0
Dirk Bergner; FDP;Thüringen;https://www.abgeordnetenwatch.de//profile/dirk-bergner/fragen-antworten?page=0
Kathrin Dannenberg; DIE LINKE;Brandenburg;https://www.abgeordnetenwatch.de//profile/kathrin-dannenberg/fragen-antworten?page=0
Karin Prien; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/karin-prien/fragen-antworten?page=0
Maike Schaefer; Bündnis 90/Die Grünen;Bremen;https://www.abgeordnetenwatch.de//profile/maike-schaefer/fragen-antworten?page=0
Anja Schiemann; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/anja-schiemann/fragen-antworten?page=0
Claudia Roth; Bündnis 90/Die Grünen;Bundestag;https://www.abgeordnetenwatch.de//profile/claudia-roth/fragen-antworten?page=0
Thomas Rachel; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/thomas-rachel/fragen-antworten?page=0
Bijan Kaffenberger; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/bijan-kaffenberger/fragen-antworten?page=0
Maja Tegeler; DIE LINKE;Bremen;https://www.abgeordnetenwatch.de//profile/maja-tegeler/fragen-antworten?page=0
Dennis Hohloch; AfD;Brandenburg;https://www.abgeordnetenwatch.de//profile/dennis-hohloch/fragen-antworten?page=0
Zohra Mojadeddi; Bündnis 90/Die Grünen;Hamburg;https://www.abgeordnetenwatch.de//profile/zohra-mojadeddi/fragen-antworten?page=0
Petra Schneider; CDU;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/petra-schneider/fragen-antworten?page=0
Jan Scharfenort; AfD;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/jan-scharfenort/fragen-antworten?page=0
René Barthel; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/rene-barthel/fragen-antworten?page=0
Katrin Zschau; SPD;Bundestag;https://www.abgeordnetenwatch.de//profile/katrin-zschau/fragen-antworten?page=0
Sebahat Atli; SPD;Berlin;https://www.abgeordnetenwatch.de//profile/sebahat-atli/fragen-antworten?page=0
Martin Schmidt; AfD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/martin-schmidt-1/fragen-antworten?page=0
Annika Fohn; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/annika-fohn/fragen-antworten?page=0
Ute Mücklich-Heinrich; CDU;Saarland;https://www.abgeordnetenwatch.de//profile/ute-muecklich-heinrich/fragen-antworten?page=0
Pascal Sebastien Conigliaro; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/pascal-sebastien-conigliaro/fragen-antworten?page=0
Karin Emken; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/karin-emken/fragen-antworten?page=0
Katharina Kähler; SPD;Bremen;https://www.abgeordnetenwatch.de//profile/katharina-kaehler/fragen-antworten?page=0
Ole Humpich; FDP;Bremen;https://www.abgeordnetenwatch.de//profile/ole-humpich/fragen-antworten?page=0
Frederik Bouffier; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/frederik-bouffier/fragen-antworten?page=0
Sascha Meier; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/sascha-meier/fragen-antworten?page=0
Martin Stock; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/martin-stock/fragen-antworten?page=0
Stefan Frühbeißer; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/stefan-fruehbeisser/fragen-antworten?page=0
Patrick Dahlemann; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/patrick-dahlemann/fragen-antworten?page=0
Dirk Stamer; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/dirk-stamer/fragen-antworten?page=0
Petra Federau; AfD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/petra-federau/fragen-antworten?page=0
Lars-Jörn Zimmer; CDU;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/lars-joern-zimmer/fragen-antworten?page=0
Christina Weng; SPD;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/christina-weng/fragen-antworten?page=0
Hauke Göttsch; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/hauke-goettsch/fragen-antworten?page=0
Tobias Koch; CDU;Schleswig-Holstein;https://www.abgeordnetenwatch.de//profile/tobias-koch/fragen-antworten?page=0
Harald Kühn; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/harald-kuehn/fragen-antworten?page=0
Markus Blume; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/markus-blume/fragen-antworten?page=0
Christian Lindinger; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/christian-lindinger/fragen-antworten?page=0
Daniel May; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/daniel-may/fragen-antworten?page=0
Lena Arnoldt; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/lena-arnoldt/fragen-antworten?page=0
Turgut Yüksel; SPD;Hessen;https://www.abgeordnetenwatch.de//profile/turgut-yueksel/fragen-antworten?page=0
Michael Koller; FREIE WÄHLER;Bayern;https://www.abgeordnetenwatch.de//profile/michael-koller/fragen-antworten?page=0
Martin Hess; AfD;Bundestag;https://www.abgeordnetenwatch.de//profile/martin-hess/fragen-antworten?page=0
Susan Sziborra-Seidlitz; Bündnis 90/Die Grünen;Sachsen-Anhalt;https://www.abgeordnetenwatch.de//profile/susan-sziborra-seidlitz/fragen-antworten?page=0
Jens-Christoph Brockmann; AfD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/jens-christoph-brockmann/fragen-antworten?page=0
Wiebke Osigus; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/wiebke-osigus/fragen-antworten?page=0
Nico Steinbach; SPD;Rheinland-Pfalz;https://www.abgeordnetenwatch.de//profile/nico-steinbach/fragen-antworten?page=0
Maik Penn; CDU;Berlin;https://www.abgeordnetenwatch.de//profile/maik-penn/fragen-antworten?page=0
Friedrich Merz; CDU;Bundestag;https://www.abgeordnetenwatch.de//profile/friedrich-merz/fragen-antworten?page=0
Patrick Friedl; Bündnis 90/Die Grünen;Bayern;https://www.abgeordnetenwatch.de//profile/patrick-friedl/fragen-antworten?page=0
Beate Schlupp; CDU;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/beate-schlupp/fragen-antworten?page=0
Christian Pegel; SPD;Mecklenburg-Vorpommern;https://www.abgeordnetenwatch.de//profile/christian-pegel/fragen-antworten?page=0
Günther Bergmann; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/guenther-bergmann/fragen-antworten?page=0
Marco Schmitz; CDU;Nordrhein-Westfalen;https://www.abgeordnetenwatch.de//profile/marco-schmitz/fragen-antworten?page=0
Walter Nussel; CSU;Bayern;https://www.abgeordnetenwatch.de//profile/walter-nussel/fragen-antworten?page=0
Christian Heinz; CDU;Hessen;https://www.abgeordnetenwatch.de//profile/christian-heinz/fragen-antworten?page=0
Kathrin Anders; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/kathrin-anders/fragen-antworten?page=0
Tarek Al-Wazir; Bündnis 90/Die Grünen;Hessen;https://www.abgeordnetenwatch.de//profile/tarek-al-wazir/fragen-antworten?page=0
Claudia Schüßler; SPD;Niedersachsen;https://www.abgeordnetenwatch.de//profile/claudia-schuessler/fragen-antworten?page=0
Magnus Jung; SPD;Saarland;https://www.abgeordnetenwatch.de//profile/magnus-jung/fragen-antworten?page=0
